targets= 1   2   3   4   5   6   7   8   9   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  30  31  32  33  34  35
 plan1= 
2  11   8   4   9   2   7   1  13  20   8  12  17  18  18   4   5   9  14  10   1   6  12  15  11  15   5  16   7  13  16   3  19  14   3  19  10
| 2| 11| 13| 4| 9| 17| 7| 1| 13| 20| 8| 12| 17| 18| 18| 4| 5| 9| 14| 10| 1| 6| 12| 15| 11| 15| 5| 16| 7| 8| 16| 3| 19| 14| 3| 19| 10| 
| 2| 11| 13| 4| 9| 2| 7| 1| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 10| 1| 6| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 10| 
| 2| 11| 13| 4| 9| 2| 7| 1| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 10| 1| 6| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 10| 
| 2| 11| 13| 4| 9| 2| 7| 1| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 10| 1| 6| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 10| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 1| 10| 10| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 1| 10| 10| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 1| 10| 10| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 1| 10| 10| 12| 9| 11| 5| 15| 16| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 16| 10| 10| 12| 9| 11| 5| 15| 1| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
| 2| 11| 13| 4| 9| 2| 1| 7| 13| 20| 8| 12| 17| 18| 18| 4| 5| 15| 14| 16| 10| 10| 12| 9| 11| 5| 15| 1| 7| 8| 16| 3| 19| 14| 3| 19| 6| 
