292632,292632
290933,290933
287709,287709
287709,287709
287709,288845
284285,284285
283476,283476
283476,283476
283476,284655
282189,282189
282189,284120
281928,281928
281928,283875
281928,283359
281928,285254
281659,281659
279669,279669
279669,281073
279669,280419
279669,279669
279669,279854
279669,280183
279669,279669
279669,281186
279669,281695
279669,279669
279669,281382
279669,281889
279669,279669
279669,279895
279656,279656
279656,281847
279637,279637
279637,283324
279637,280971
279637,279699
279637,279750
278978,278978
276246,276246
274595,274595
274595,274595
273496,273496
273496,273645
273496,275919
273496,279977
273496,279310
273496,279595
273496,274524
273496,275884
273496,273496
273496,273666
273496,277396
273496,273496
272866,272866
272866,272935
272866,275668
272866,276353
272866,274519
272866,273070
